Symbol;Year;stockPrice;Sector;numberOfShares;cashAndCashEquivalents;shortTermInvestments;netReceivables;inventory;otherCurrentAssets;propertyPlantEquipmentNet;goodwill;intangibleAssets;longTermInvestments;otherNonCurrentAssets;accountPayables;shortTermDebt;longTermDebt;deferredRevenueNonCurrent;taxPayables;deferredRevenue;otherCurrentLiabilities;deferredTaxLiabilitiesNonCurrent;otherLiabilities;capitalLeaseObligations;preferredStock;commonStock;accumulatedOtherComprehensiveIncomeLoss;othertotalStockholdersEquity;revenue;costOfRevenue;researchAndDevelopmentExpenses;generalAndAdministrativeExpenses;sellingAndMarketingExpenses;sellingGeneralAndAdministrativeExpenses;operatingExpenses;costAndExpenses;interestIncome;depreciationAndAmortization;operatingIncome;operatingIncomeRatio;ebitdaratio;incomeBeforeTaxRatio;netIncomeRatio;epsdiluted;Column1
ADSK;2018;115,62;3;219500000;1078000000;245200000;438200000;0;116500000;145000000;1620200000;55200000;190800000;142800000;94700000;0;1586000000;403500000;28000000;1551600000;448900000;66600000;0;0;0;1952700000;-123800000;0;2056600000;303400000;755500000;305200000;1087300000;1392500000;2168200000;2471600000;0;34500000;108400000;-509100000;-0,247544491;-0,201497617;-0,270981231;-0,27564913;-2,58
ADSK;2017;81,34;3;222700000;1213100000;686800000;452300000;0;108400000;158600000;1561100000;97500000;306200000;150200000;93500000;398700000;1092000000;517900000;50000000;1270100000;373100000;91500000;0;0;0;1876300000;-178500000;0;2031000000;341900000;766100000;287800000;1022500000;1310300000;2108200000;2450100000;0;29700000;139200000;-499600000;-0,245987198;-0,174741507;-0,257902511;-0,286607582;-2,6
ADSK;2016;47,65;3;226000000;1353000000;897900000;653600000;0;88600000;169300000;1535000000;146800000;532300000;129600000;119900000;0;1487700000;450300000;29400000;1068900000;372800000;67700000;0;0;0;1821500000;-121100000;0;2504100000;370700000;790000000;293400000;1015500000;1308900000;2132100000;2502800000;0;33900000;145800000;1300000;0,000519149;0,063655605;-0,008106705;-0,131983547;-1,44
ADSK;2015;54,005;3;227100000;1410600000;615800000;458900000;0;186000000;159200000;1456200000;171900000;273000000;82200000;100500000;0;747200000;256300000;28200000;900800000;370600000;0;0;0;0;1773100000;-53300000;0;2512200000;342100000;725200000;283300000;998000000;1281300000;2046300000;2388400000;0;13200000;145900000;120700000;0,048045538;0,096369716;0,033038771;0,032561102;0,35
ADSK;2014;51,25;3;224000000;1853000000;414100000;423700000;0;144200000;130300000;1009900000;104300000;277300000;107100000;84500000;0;746400000;204400000;24300000;696200000;266500000;0;0;0;0;1637300000;-600000;0;2273900000;274300000;611100000;248300000;842600000;1090900000;1702000000;1976300000;0;9800000;128900000;284800000;0,125247372;0,18408901;0,123092484;0,10062008;1
ADSK;2013;38,88;3;226400000;1612200000;342100000;495100000;0;103000000;114900000;871500000;144200000;411100000;91500000;94200000;0;745600000;187600000;13900000;647000000;288600000;0;0;0;0;1449800000;-5700000;0;2312200000;238500000;600000000;248400000;875500000;1123900000;1723900000;1962400000;4900000;4900000;127800000;305900000;0,132298244;0,191462676;0,134071447;0,106997665;1,07
ADSK;2012;36;3;227700000;1156900000;254400000;395100000;0;89500000;104500000;682400000;84600000;192800000;131800000;89300000;0;0;136900000;14400000;582300000;268100000;0;0;0;0;1365400000;5900000;0;2215600000;229100000;566500000;223100000;842600000;1065700000;1632200000;1861300000;5700000;0;115500000;355600000;0,160498285;0,215923452;0,163793103;0,128768731;1,22
AZO;2018;770,52;6;26970000;217824000;0;258136000;3943670000;216239000;4218400000;302645000;9789000;0;145657000;4409372000;52290000;5005930000;0;118465000;0;448554000;285204000;0;52290000;0;275000;-235805000;-76001000;11221077000;5247331000;0;0;0;4162890000;4162890000;9410221000;5636000;180163000;345084000;1810856000;0,161379875;0,192635342;0,145826377;0,11919854;48,77
AZO;2017;528,95;6;28430000;293270000;0;280733000;3882086000;155166000;4031018000;391887000;52499000;0;137814000;4168940000;48134000;5081238000;0;132840000;0;416387000;371111000;0;48134000;0;287000;-254557000;468280000;10888676000;5149056000;0;0;0;3659551000;3659551000;8808607000;3502000;158082000;323051000;2080069000;0,19103048;0,221020627;0,17683408;0,117633126;44,07
AZO;2016;753,47;6;29889000;189734000;0;287680000;3631916000;130243000;3733254000;391887000;0;0;198218000;4095854000;44834000;4924119000;0;138134000;0;411498000;284500000;0;44834000;0;303000;-307529000;121874000;10635676000;5026940000;0;0;0;3548341000;3548341000;8575281000;2371000;150052000;297397000;2060395000;0,193724875;0,221910013;0,179839439;0,116683415;40,7
AZO;2015;726,39;6;31560000;175309000;0;247872000;3421635000;125478000;3505632000;391887000;0;0;191921000;3864168000;40528000;4624876000;0;144906000;0;663271000;0;0;40528000;0;321000;-249518000;-33455000;10187340000;4860309000;0;0;0;3373980000;3373980000;8234289000;1605000;152044000;269919000;1953051000;0,191713539;0,21836662;0,176946288;0,113890476;36,03
AZO;2014;538,84;6;33267000;124485000;0;200899000;3140100000;115128000;3310475000;367829000;0;0;213805000;3609199000;217415000;4162890000;0;118532000;0;595948000;0;0;36505000;0;339000;-128903000;35830000;9475313000;4540406000;0;0;0;3104684000;3104684000;7645090000;1850000;169359000;251267000;1830223000;0,193156997;0,219870309;0,17547853;0,112898012;31,57
AZO;2013;419,94;6;35943000;142191000;0;171638000;2861014000;103170000;3071361000;367829000;0;0;170817000;3307535000;205979000;4013267000;0;108073000;0;547563000;0;0;32246000;0;368000;-120788000;-187963000;9147530000;4406595000;0;0;0;2967837000;2967837000;7374432000;1606000;187021000;227251000;1773098000;0,193833527;0,218851974;0,173564121;0,111120707;27,79
AZO;2012;365,08;6;38696000;103093000;0;161375000;2627983000;86495000;2855928000;302645000;0;0;94324000;2926740000;79723000;3718302000;0;114595000;0;534534000;0;0;29842000;0;399000;-152013000;-363214000;8603863000;4171827000;0;0;0;2803145000;2803145000;6974972000;1397000;177302000;211831000;1628891000;0,18932089;0,214103711;0,168876004;0,108134335;23,48
AVB;2018;174,05;10;138247513;91659000;0;0;0;292736000;0;0;0;217432000;17778373000;96983000;0;7040263000;58415000;0;0;548689000;0;0;0;0;1385000;-26144000;10306588000;2284535000;770560000;0;56365000;0;56365000;687561000;1458121000;0;220974000;631196000;826414000;0,361742762;0,799521566;0,426351533;0,426574773;7,05
AVB;2017;178,41;10;137911138;67088000;0;0;0;420882000;0;0;0;163475000;17763376000;85377000;0;7329470000;58473000;0;0;547399000;0;0;0;0;1381000;-37419000;10235475000;2158628000;725321000;0;50673000;0;50673000;634823000;1360144000;0;199661000;584150000;798484000;0,369903476;0,769411404;0,406184391;0,406239982;6,35
AVB;2016;177,15;10;137274820;214994000;0;0;0;403988000;0;0;0;175116000;17073173000;100998000;0;7030880000;57023000;0;0;499188000;0;0;0;0;1373000;-30510000;10105654000;2045255000;683274000;0;45771000;0;45771000;577205000;1260479000;0;187510000;531434000;784776000;0,383705699;0,857228561;0,505566788;0,505561409;7,52
AVB;2015;184,13;10;133885758;400507000;0;0;0;333993000;0;0;0;216919000;15979886000;98802000;0;6456948000;53132000;0;0;471900000;0;0;0;0;1370000;-31387000;10068532000;1856028000;642246000;0;42396000;0;42396000;520319000;1162565000;0;175615000;477923000;693463000;0,373627445;0,752918059;0,400637275;0,399798925;5,51
AVB;2014;163,39;10;130878250;509460000;0;0;0;326451000;0;0;0;298315000;15042497000;101946000;0;6525852000;49502000;0;0;440253000;0;0;0;0;1320000;-42515000;9354685000;1685061000;589306000;0;41425000;0;41425000;484107000;1073413000;0;180618000;442682000;611648000;0,362982705;0,78112009;0,396731038;0,405663059;5,21
AVB;2013;118,23;10;126855754;281541000;0;0;0;322258000;0;0;0;367866000;14356478000;94472000;0;6145391000;45485000;0;0;425748000;0;0;0;0;1294000;-48631000;8988723000;1462921000;511019000;0;39573000;0;39573000;599788000;1110807000;0;172402000;560215000;352114000;0,240692423;0,742184985;0,03952845;0,241394443;2,78
AVB;2012;152,5388;10;97416401;2733618000;0;0;0;218623000;0;0;0;129352000;8078485000;53677000;0;3851033000;38626000;0;0;368922000;0;0;0;0;1144000;-108007000;7086407000;1038660000;379617000;0;34101000;0;34101000;290127000;669744000;0;136920000;256026000;368916000;0,355184565;0,7864123;0,254901508;0,408092157;4,32
AVY;2018;88,83;9;84723655;232000000;0;1216700000;651400000;197900000;1137400000;941800000;144000000;0;451000000;1030500000;194600000;1771600000;0;58100000;0;710800000;122100000;0;0;0;124100000;-682000000;-1351900000;7159000000;5243500000;0;0;0;1127500000;1127500000;6371000000;0;58500000;181000000;788000000;0,110071239;0,110671882;0,077496857;0,065288448;5,28
AVY;2017;114,86;9;88011541;224400000;0;1209200000;609600000;194700000;1097900000;985100000;166300000;0;453400000;1007200000;265400000;1316300000;0;49200000;0;650000000;173300000;0;0;0;124100000;-680500000;-994100000;6613800000;4801600000;0;1123200000;0;1123200000;1123200000;5924800000;0;63000000;178700000;689000000;0,104176117;0,125676616;0,089131815;0,04260788;3,13
AVY;2016;62,66;9;89967697;158800000;0;964700000;478700000;173200000;847900000;686200000;45800000;0;406200000;814600000;95300000;963600000;0;0;0;549200000;107900000;0;0;0;124100000;-683000000;-753000000;5966900000;4321100000;0;1108100000;0;1108100000;1108100000;5429200000;0;60500000;188300000;537700000;0,090113794;0,110207981;0,068528046;0,045970269;2,95
AVY;2015;51,79;9;90458956;227000000;0;958100000;491800000;244400000;875300000;721600000;67400000;0;463600000;797800000;204300000;945300000;0;0;0;595700000;127800000;0;0;0;124100000;-547300000;-647400000;6330300000;4679100000;0;1155300000;0;1155300000;1155300000;5834400000;0;63300000;201600000;495900000;0,07833752;0,099063236;0,057564412;0,039318832;2,6
AVY;2013;50,48;9;96178411;351600000;0;1016500000;494100000;229600000;922500000;751100000;96000000;0;485800000;889500000;76900000;950600000;0;0;0;587700000;137300000;0;0;0;124100000;-281100000;-359900000;6140000000;4502300000;0;0;0;1179000000;1179000000;5681300000;0;59000000;204600000;458700000;0,07470684;0,09742671;0,059136808;0,03514658;2,16
AVY;2012;34,4;9;99915457;235400000;0;972800000;473300000;730200000;1015500000;764400000;125000000;0;457100000;804300000;520200000;702200000;0;0;0;750000000;140500000;0;0;0;124100000;-278000000;-176000000;6035600000;4458500000;0;1179400000;0;1179400000;1179400000;5637900000;0;72800000;220600000;397700000;0,065892372;0,098614885;0,042332163;0,03568825;2,08
BKR;2018;18,7794658;11;423913043;3723000000;0;5969000000;4620000000;659000000;6228000000;20717000000;5719000000;0;3732000000;4025000000;942000000;6285000000;0;0;0;4053000000;143000000;0;103000000;0;0;-1219000000;18659000000;22877000000;18891000000;0;0;0;2699000000;2699000000;21590000000;0;223000000;1486000000;1287000000;0,056257376;0,094505398;0,023648206;0,008523845;0,45
BKR;2017;26,98932015;11;427000000;7023000000;0;6014000000;4590000000;872000000;6959000000;19927000000;6358000000;0;4825000000;3377000000;2037000000;6312000000;0;0;0;3483000000;524000000;0;87000000;0;0;-701000000;15483000000;17259000000;14046000000;0;0;0;2535000000;2535000000;16581000000;0;131000000;1103000000;678000000;0,039283852;0,077698592;-0,009907874;0,002085868;-0,24
BKR;2016;64,970001;11;429000000;981000000;0;2563000000;3224000000;633000000;2325000000;6680000000;2449000000;0;2540000000;1898000000;239000000;38000000;0;0;0;2797000000;880000000;0;1000000;0;0;-1894000000;16582000000;23110000000;20524000000;0;0;0;2955000000;2955000000;23479000000;0;442000000;550000000;-369000000;-0,015967114;0,035742103;-0,06797923;-0,039117265;0,937209
BALL;2018;45,98;9;344796000;721000000;0;1802000000;1271000000;146000000;4542000000;4475000000;2188000000;302000000;870000000;3095000000;219000000;6510000000;0;0;0;781000000;645000000;0;0;0;1157000000;-835000000;-2205000000;11635000000;9329000000;0;0;0;478000000;1180000000;10509000000;0;301000000;702000000;1126000000;0,096776966;0,141125913;0,054404813;0,039020198;1,29
BALL;2017;37,849998;9;350269000;448000000;0;1634000000;1526000000;150000000;4610000000;4933000000;2462000000;274000000;807000000;2762000000;453000000;6518000000;0;0;0;892000000;695000000;0;0;0;1084000000;-656000000;-1474000000;10983000000;8717000000;0;0;0;514000000;1243000000;9960000000;0;285000000;729000000;1023000000;0,09314395;0,141400346;0,046799599;0,034052627;1,12
BALL;2016;37,535;9;316542000;597000000;0;1491000000;1413000000;152000000;4387000000;5095000000;1934000000;204000000;457000000;2033000000;222000000;7310000000;0;0;0;714000000;856000000;0;0;0;1038000000;-941000000;-1401000000;9061000000;7296000000;0;0;0;512000000;965000000;8261000000;0;229000000;453000000;800000000;0,088290476;0,090387374;0,013795387;0,029025494;0,695
BALL;2015;36,365002;9;274600000;224000000;0;885400000;898400000;176200000;2685900000;2176500000;195000000;34300000;2441700000;1500800000;77300000;5054200000;0;0;0;563500000;172700000;0;0;0;961700000;-639900000;-3628000000;7997000000;6460300000;0;0;0;451300000;736800000;7197100000;0;143200000;285500000;799900000;0,100025009;0,094610479;0,043203701;0,035125672;0,995
BALL;2014;34,084999;9;277016000;191400000;0;957100000;1016700000;148300000;2430700000;2254500000;199700000;33200000;272900000;1340000000;175100000;2993800000;0;0;0;491700000;152500000;0;0;0;1131300000;-522100000;-3923000000;8570000000;6903500000;0;0;0;466500000;747400000;7650900000;0;159900000;280900000;919100000;0,107246208;0,123768961;0,075332555;0,054842474;1,65
BALL;2013;25,83;9;291886000;416000000;0;859400000;1028300000;162000000;2372300000;2404300000;231100000;33700000;312700000;998800000;422600000;3182500000;0;0;0;506000000;285600000;0;0;0;1078400000;-240700000;-3551600000;8468100000;6875400000;0;0;0;418600000;718500000;7593900000;0;183800000;299900000;874200000;0,103234492;0,122825663;0,068917467;0,048039111;1,365
BALL;2012;22,375;9;309296000;174100000;0;930100000;1044400000;190800000;2288600000;2359400000;213300000;32200000;274200000;946900000;219800000;3085300000;0;0;0;519100000;207900000;0;0;0;1026300000;-352400000;-3140100000;8735700000;7174000000;0;0;0;385500000;668400000;7842400000;0;179800000;282900000;893300000;0,102258548;0,118044347;0,068179997;0,046189773;1,275
BAC;2018;24,64;8;10096500000;1,84898E+11;2,29366E+11;88194000000;0;0;9906000000;68951000000;0;5,36738E+11;0;0;20189000000;2,2934E+11;0;0;0;0;0;2,08918E+12;0;22326000000;1,18896E+11;-12211000000;0;91247000000;0;0;44237000000;1674000000;45911000000;0;0;66769000000;19337000000;2063000000;0;0;0,613543459;0,3790152;0,308470415;2,61
BAC;2017;29,52;8;10195646000;1,68587E+11;3,02631E+11;83580000000;0;0;9247000000;68951000000;2302000000;5,43214E+11;0;0;32666000000;2,27402E+11;0;0;0;0;0;2,01409E+12;0;22323000000;1,38089E+11;-7082000000;0;87352000000;0;0;45408000000;1746000000;47154000000;0;0;57579000000;12912000000;2103000000;0;0;0,50631926;0,334428519;0,208718747;1,56
BAC;2016;22,1;8;10284147000;1,57599E+11;2,9394E+11;80996000000;0;0;9139000000;68969000000;5669000000;5,04883E+11;0;0;23944000000;2,16823E+11;0;0;0;0;0;1,92086E+12;0;25220000000;1,47038E+11;-7288000000;0;83701000000;0;0;44705000000;1703000000;46408000000;0;0;51057000000;9961000000;2241000000;0;0;0,446290964;0,300510149;0,213928149;1,5
BAC;2015;16,83;8;10462282000;1,67097E+11;3,2238E+11;85518000000;0;0;9485000000;69761000000;6855000000;5,83532E+11;0;0;28098000000;2,36764E+11;0;0;0;0;0;1,88811E+12;0;22273000000;1,51042E+11;-5674000000;0;82246000000;0;0;46151000000;1811000000;47962000000;0;0;49800000000;10549000000;2389000000;0;0;0,426671206;0,269362644;0,193176568;1,31
BAC;2014;17,89;8;10527818000;1,46099E+11;3,20695E+11;86558000000;0;0;10049000000;69777000000;8142000000;5,72246E+11;0;0;31172000000;2,43139E+11;0;0;0;0;0;1,86106E+12;0;19309000000;1,53458E+11;-4320000000;0;83117000000;0;0;63495000000;1829000000;65324000000;0;0;50886000000;10934000000;2522000000;0;0;0,244366375;0,082474103;0,058146949;0,36
BAC;2013;15,57;8;10731165000;1,42862E+11;2,68795E+11;84529000000;0;0;10475000000;69844000000;10626000000;5,24938E+11;0;0;45999000000;2,49674E+11;0;0;0;0;0;1,86959E+12;0;13352000000;1,55293E+11;-8457000000;0;86041000000;0;0;50689000000;1834000000;52523000000;0;0;55020000000;12755000000;2683000000;0;0;0,367382992;0,187956904;0,132855267;0,9
BAC;2012;11,61;8;10746028000;1,29446E+11;2,86906E+11;95232000000;0;0;11858000000;69976000000;12535000000;5,73613E+11;0;0;30731000000;2,75585E+11;0;0;0;0;0;1,97302E+12;0;18768000000;1,58142E+11;-2797000000;0;81264000000;0;0;58543000000;1873000000;60416000000;0;0;57400000000;16744000000;3038000000;0;0;0,281231542;0,037802717;0,051535735;0,25
BBWI;2018;40,49313;6;287062000;1515000000;0;310000000;1240000000;228000000;2893000000;1348000000;411000000;0;190000000;717000000;87000000;5707000000;0;300000000;267000000;960000000;238000000;0;0;0;141000000;24000000;516000000;12632000000;7673000000;0;3231000000;0;3231000000;3231000000;10904000000;0;406000000;571000000;1728000000;0,13679544;0,18120646;0,103863205;0,077818239;3,42
BBWI;2017;48,674213;6;286000000;1934000000;0;294000000;1096000000;141000000;2741000000;1348000000;411000000;0;186000000;683000000;36000000;5700000000;0;380000000;259000000;1036000000;352000000;0;0;0;157000000;12000000;-1103000000;12574000000;7449000000;0;3122000000;0;3122000000;3122000000;10571000000;0;394000000;518000000;2003000000;0,159296962;0,20741212;0,134881502;0,092094799;3,98
BBWI;2016;78,059822;6;290000000;2548000000;0;261000000;1122000000;225000000;2330000000;1318000000;411000000;0;248000000;668000000;6000000;5715000000;0;300000000;243000000;958000000;257000000;0;0;0;156000000;40000000;-770000000;12154000000;6950000000;0;3012000000;0;3012000000;3012000000;9962000000;0;334000000;457000000;2192000000;0,180352147;0,224206023;0,159124568;0,103093632;4,22
BBWI;2015;68,41552;6;292000000;1681000000;0;252000000;1036000000;263000000;2277000000;1318000000;411000000;0;306000000;613000000;0;4765000000;0;237000000;227000000;839000000;261000000;0;0;0;155000000;35000000;-405000000;11454000000;6646000000;0;2855000000;0;2855000000;2855000000;9501000000;0;324000000;438000000;1953000000;0,170508119;0,209359176;0,142832198;0,090972586;3,5
BBWI;2014;42,328213;6;296055000;1519000000;0;244000000;1165000000;222000000;2045000000;1318000000;411000000;0;274000000;599000000;215000000;4761000000;0;288000000;207000000;805000000;210000000;0;0;0;154000000;40000000;-446000000;10773000000;6344000000;0;2686000000;0;2686000000;2686000000;9030000000;0;314000000;407000000;1743000000;0,161793372;0,201151026;0,13422445;0,083820663;3,05
BBWI;2013;38,819725;6;296769000;773000000;0;203000000;1004000000;225000000;1803000000;1318000000;412000000;0;281000000;541000000;0;4477000000;0;274000000;202000000;795000000;200000000;0;0;0;152000000;4000000;-499000000;10459000000;6073000000;0;2720000000;0;2720000000;2720000000;8793000000;0;316000000;389000000;1573000000;0,150396787;0,18988431;0,122478248;0,071995411;2,54
BBWI;2012;33,839935;6;295000000;935000000;0;218000000;997000000;218000000;1644000000;1330000000;495000000;0;271000000;540000000;57000000;3481000000;0;226000000;196000000;733000000;183000000;0;0;0;148000000;0;-35000000;10364000000;6307000000;0;0;0;2698000000;2698000000;8894000000;0;246000000;391000000;1238000000;0,119451949;0,179853338;0,118390583;0,082014666;2,7
BAX;2018;65,82;2;534000000;1832000000;0;1812000000;1653000000;622000000;4542000000;2958000000;1398000000;0;363000000;1004000000;4000000;3473000000;0;234000000;0;1594000000;205000000;0;0;0;683000000;-4424000000;-4091000000;11127000000;6346000000;655000000;-48000000;2617000000;2569000000;3134000000;9480000000;48000000;93000000;785000000;1599000000;0,143704503;0,230520356;0,152152422;0,14595129;2,97
BAX;2017;64,64;2;543000000;3394000000;0;1793000000;1475000000;601000000;4588000000;3099000000;1374000000;0;379000000;920000000;3000000;3509000000;0;228000000;0;1670000000;280000000;0;0;0;683000000;-4001000000;-2041000000;10561000000;6099000000;617000000;33000000;2587000000;2620000000;3204000000;9303000000;30000000;85000000;761000000;1258000000;0,119117508;0,194678534;0,1152353;0,067891298;1,29
BAX;2016;44,34;2;546000000;2801000000;0;1691000000;1430000000;652000000;4289000000;2595000000;1111000000;0;348000000;791000000;3000000;2779000000;0;269000000;0;1681000000;93000000;0;0;0;683000000;-4556000000;-2037000000;10163000000;6053000000;647000000;0;2739000000;2739000000;3386000000;9439000000;23000000;89000000;800000000;724000000;0,071238807;0,574830267;0,487454492;0,488536849;9,01
BAX;2015;38,15;2;545000000;2213000000;5148000000;1731000000;1604000000;1100000000;4386000000;2687000000;1349000000;0;403000000;716000000;2585000000;3935000000;0;619000000;0;1830000000;0;0;0;0;683000000;224000000;-1744000000;9968000000;5822000000;603000000;0;3094000000;3094000000;3697000000;9519000000;20000000;146000000;759000000;449000000;0,045044141;0,19141252;0,0429374;0,097110754;1,76
BAX;2014;39,8041;2;542000000;2925000000;0;2803000000;3559000000;1064000000;8698000000;3874000000;2079000000;0;642000000;1264000000;1699000000;7606000000;0;597000000;9000000;2473000000;0;0;0;0;683000000;-3650000000;-2140000000;16671000000;8514000000;1421000000;4029000000;4029000000;8058000000;5450000000;13964000000;22000000;167000000;1005000000;2707000000;0,162377782;0,24965509;0,146301961;0,149781057;4,56
BAX;2013;37,7728;2;543000000;2733000000;0;2911000000;3499000000;861000000;7832000000;4205000000;2294000000;0;658000000;1103000000;1040000000;8126000000;0;539000000;760000000;2464000000;0;0;0;0;683000000;-1976000000;-2096000000;15259000000;7664000000;1246000000;0;3681000000;3681000000;4927000000;12591000000;27000000;155000000;823000000;2668000000;0,174847631;0,231142277;0,167048955;0,131856609;3,66
BAX;2012;36,2033;2;551000000;3270000000;0;2425000000;2803000000;762000000;6098000000;2502000000;814000000;0;560000000;766000000;350000000;5580000000;0;603000000;878000000;2162000000;0;0;0;0;683000000;-2810000000;-1823000000;14190000000;6889000000;1156000000;3324000000;3324000000;6648000000;4480000000;11369000000;26000000;113000000;712000000;2821000000;0,198801973;0,261733615;0,20359408;0,163918252;4,18
BDX;2018;264,38;2;258354000;1140000000;17000000;2319000000;2451000000;1484000000;5375000000;23600000000;16441000000;0;1078000000;1106000000;2601000000;18894000000;0;343000000;0;3166000000;5743000000;0;0;2000000;347000000;-1909000000;9958000000;15983000000;8721000000;1006000000;0;0;4015000000;5021000000;13742000000;65000000;706000000;1978000000;1497000000;0,093662016;0,241318901;0,073390477;0,019458174;0,6
BDX;2017;195,95;2;218943000;14179000000;37000000;1744000000;1818000000;855000000;4638000000;7563000000;5893000000;38000000;968000000;797000000;203000000;18667000000;0;176000000;0;2166000000;1609000000;0;0;2000000;347000000;-1723000000;1211000000;12093000000;6151000000;774000000;0;0;2925000000;4109000000;10260000000;76000000;521000000;1088000000;1478000000;0,122219466;0,213760026;0,080707848;0,090961713;4,6
BDX;2016;179,73;2;212702000;1541000000;366000000;1618000000;1719000000;1123000000;3901000000;7419000000;6351000000;796000000;753000000;665000000;1001000000;10550000000;0;274000000;0;2460000000;1684000000;0;0;0;333000000;-1929000000;-3497000000;12483000000;6492000000;828000000;0;0;3005000000;3833000000;10325000000;21000000;388000000;1114000000;1430000000;0,114555796;0,206280542;0,08603701;0,078186333;4,49
BDX;2015;132,66;2;202537000;1424000000;95000000;1618000000;1959000000;949000000;4060000000;7537000000;7387000000;1118000000;673000000;631000000;1452000000;11370000000;0;33000000;0;2270000000;2767000000;0;0;0;333000000;-1738000000;-3744000000;10282000000;5587000000;632000000;0;0;2563000000;3195000000;8782000000;15000000;371000000;891000000;1074000000;0,104454386;0,194611943;0,071873176;0,067593853;3,35
BDX;2014;113,81;2;193299000;1861000000;884000000;1187000000;1495000000;704000000;3605000000;1090000000;1126000000;0;497000000;401000000;203000000;3768000000;0;26000000;0;1605000000;383000000;0;0;0;333000000;-1001000000;-6384000000;8446000000;4145000000;550000000;0;0;2145000000;2695000000;6840000000;46000000;135000000;562000000;1606000000;0,190149183;0,262727919;0,180203647;0,140303102;5,99
BDX;2013;100,02;2;195157000;1890000000;718000000;1240000000;1402000000;623000000;3476000000;1109000000;1206000000;0;487000000;333000000;207000000;3763000000;0;19000000;0;1571000000;408000000;0;0;0;333000000;-516000000;-6117000000;8054000000;3883000000;494000000;0;0;2422000000;2916000000;6799000000;40000000;138000000;546000000;1254000000;0,155699032;0,2747703;0,144648622;0,160541346;6,49
BDX;2012;78,95;2;205460000;1671165000;509566000;1249549000;1240679000;651112000;3303928000;1076077000;1158866000;0;499967000;350455000;405142000;3761112000;0;3882000;0;1218576000;261705000;0;0;0;332662000;-801811000;-5830340000;7708382000;3755388000;471755000;0;0;1923354000;2395109000;6150497000;50333000;134658000;510938000;1557885000;0,202102724;0,282601848;0,191013886;0,151773355;5,59
WRB;2018;32,8489;8;285072750;817602000;279006000;4087984000;0;0;416372000;173037000;0;14338366000;9968202000;256917000;0;2789519000;0;0;0;0;0;19416179000;0;0;47024000;-510470000;-1657322000;7718718000;0;0;0;0;0;6906624000;6906624000;0;157185000;131108000;0;0;0,14148334;0,105210995;0,08301236;2,22
WRB;2017;31,8445;8;280896750;950471000;576647000;3746324000;0;0;422960000;178945000;0;14745546000;8952466000;246460000;0;2497270000;0;11327000;0;0;86764000;18848754000;0;0;47024000;68541000;-1661103000;7343332000;0;0;0;0;0;6570562000;6570562000;0;147297000;112956000;0;0;0,140097166;0,105234245;0,074774503;1,89
WRB;2016;29,56;8;275964750;795285000;669200000;3945195000;0;0;349432000;144513000;0;14159867000;8711032000;213128000;0;2488225000;0;0;0;0;134365000;18283710000;0;0;47024000;55568000;-1651371000;7666088000;0;0;0;0;0;6769650000;6769650000;0;140896000;86051000;0;0;0,146334871;0,116935522;0,078516709;2,08
WRB;2015;24,3333;8;279090000;763631000;150866000;3640893000;0;0;348224000;153291000;0;12971957000;8257495000;224752000;0;2184941000;0;0;0;0;6811000;17097759000;0;0;47024000;-66698000;-1558150000;6784955000;0;0;0;0;0;6052925000;6052925000;0;130946000;85139000;0;0;0,139676976;0,107890178;0,074236896;1,72
WRB;2014;22,7822;8;287716500;674441000;170991000;3593186000;0;0;332098000;150944000;0;13326799000;7906850000;237270000;0;2455587000;0;0;0;0;37452000;17092557000;0;0;47024000;183550000;-1373039000;6718933000;0;0;0;0;0;5766737000;5766737000;0;128174000;88836000;0;0;0,173909607;0,141718335;0,096575453;2,16
WRB;2013;19,2845;8;304436250;839738000;283338000;3420256000;0;0;339448000;110146000;0;12422310000;7679892000;276755000;0;2032242000;0;0;0;0;0;16182402000;0;0;47024000;189391000;-1165395000;6011031000;0;0;0;0;0;5312143000;5312143000;0;123177000;103090000;0;0;0,153015182;0,116267575;0,083167929;1,58
WRB;2012;16,7733;8;308468250;905670000;376022000;3337973000;0;0;267227000;87865000;0;12649055000;7151749000;316388000;0;2114741000;0;0;0;0;60255000;15820430000;0;0;47024000;465631000;-1024245000;5582533000;0;0;0;0;0;4880605000;4880605000;0;126302000;103419000;0;0;0,166877294;0,125736471;0,091462424;1,58
BBY;2018;71,24;6;300400000;1101000000;2032000000;1049000000;5209000000;438000000;2421000000;425000000;18000000;0;356000000;4873000000;544000000;811000000;0;137000000;838000000;1562000000;0;0;0;0;28000000;314000000;0;42151000000;32275000000;0;0;0;8023000000;8023000000;40298000000;0;75000000;683000000;1843000000;0,043723755;0,061113615;0,043106925;0,02372423;3,26
BBY;2017;43,47;6;318500000;2240000000;1681000000;1347000000;4864000000;384000000;2293000000;425000000;18000000;0;604000000;4984000000;44000000;1321000000;0;26000000;845000000;1249000000;0;0;0;0;31000000;279000000;0;39403000000;29963000000;0;0;0;7547000000;7547000000;37510000000;0;72000000;654000000;1854000000;0,047052255;0,065045809;0,046087861;0,03116514;3,81
