Symbol;Year;stockPrice;Sector;numberOfShares;cashAndCashEquivalents;shortTermInvestments;netReceivables;inventory;otherCurrentAssets;propertyPlantEquipmentNet;goodwill;intangibleAssets;longTermInvestments;otherNonCurrentAssets;accountPayables;shortTermDebt;longTermDebt;deferredRevenueNonCurrent;taxPayables;deferredRevenue;otherCurrentLiabilities;deferredTaxLiabilitiesNonCurrent;otherLiabilities;capitalLeaseObligations;preferredStock;commonStock;accumulatedOtherComprehensiveIncomeLoss;othertotalStockholdersEquity;revenue;costOfRevenue;researchAndDevelopmentExpenses;generalAndAdministrativeExpenses;sellingAndMarketingExpenses;sellingGeneralAndAdministrativeExpenses;operatingExpenses;costAndExpenses;interestIncome;depreciationAndAmortization;operatingIncome;operatingIncomeRatio;ebitdaratio;incomeBeforeTaxRatio;netIncomeRatio;epsdiluted;Column1
ARE;2016;111,13;10;76103000;125032000;0;47735000;0;29360000;96138000;0;0;392698000;9663925000;366174000;28000000;4136025000;231416000;0;231416000;76914000;0;0;59509000;216914000;877000;5355000;4889564000;897893000;278408000;0;63884000;0;63884000;377274000;655682000;6680000;106953000;313390000;242211000;0,269754859;0,394748595;-0,055462065;-0,07339516;-0,87
ARE;2015;90,36;10;71529000;125098000;0;27115000;0;50236000;41679000;0;0;480677000;8186315000;239838000;151000000;3814795000;211605000;0;211605000;62005000;0;0;26018000;367163000;725000;49191000;3925171000;819554000;261232000;0;59621000;0;59621000;320910000;582142000;4978000;105813000;261289000;237412000;0,289684389;0,623899096;0,178337242;0,175970101;2,02
ARE;2014;88,74;10;71170000;86011000;0;10548000;0;26884000;0;0;0;236389000;7776204000;127828000;304000000;3374579000;193699000;0;193699000;149924000;0;0;8810000;367163000;715000;-628000;3828352000;720394000;219164000;0;53530000;0;53530000;277626000;496790000;4157000;79299000;224096000;223604000;0,310391258;0,562149324;0,146510104;0,140997843;1,43
ARE;2013;63,62;10;68038000;57696000;0;9918000;0;27709000;0;0;0;140288000;7294153000;98037000;204000000;2857061000;188241000;0;188241000;132518000;0;0;11405000;380000000;712000;-36204000;3952281000;620992000;189039000;0;48520000;0;48520000;237643000;426682000;4589000;67952000;190778000;194310000;0,312902582;0,6359937;0,224397416;0,219353873;2
ARE;2012;69,32;10;62159913;140971000;0;8449000;0;39947000;0;0;0;115048000;6845701000;105520000;566000000;2615949000;143878000;0;143878000;124505000;0;0;14721000;380000000;632000;-24833000;3466052000;570317000;174523000;0;47795000;0;47795000;236645000;411168000;3375000;59100000;192005000;159149000;0,279053579;0,619359058;0,161155989;0,179068834;1,64
ALGN;2018;209,43;2;80064000;636899000;98460000;439009000;55641000;72470000;521329000;64029000;17920000;64887000;17125000;64256000;0;0;0;12028000;405577000;210212000;0;0;0;0;8000;-2774000;877514000;1966492000;518625000;128899000;852404000;0;852404000;981303000;1499928000;8576000;0;54727000;466564000;0,237257004;0,260710443;0,237301245;0,203527398;4,92
ALGN;2017;222,19;2;80085000;449511000;272031000;322825000;31688000;80948000;348793000;64614000;24454000;94554000;38379000;36776000;0;0;0;17908000;266842000;176290000;0;0;0;0;8000;571000;886435000;1473413000;356466000;97559000;665777000;0;665777000;763336000;1119802000;0;0;37739000;353611000;0,239994489;0,271016341;0,247587744;0,157062548;2,83
ALGN;2016;96,13;2;79856000;389275000;250981000;247415000;27131000;38176000;175167000;61044000;20954000;104844000;13320000;28596000;0;0;0;9242000;191407000;125090000;0;0;0;0;8000;-938000;864871000;1079874000;264580000;75720000;490653000;0;490653000;566373000;830953000;0;0;24002000;248921000;0,2305093;0,24529158;0,224624354;0,175651974;2,33
ALGN;2015;65,85;2;79998000;167714000;359581000;158550000;19465000;26700000;136473000;61074000;18088000;151370000;8202000;48188000;0;0;0;7447000;129553000;86484000;0;0;0;0;8000;-980000;821507000;845486000;205376000;61237000;390239000;0;390239000;451476000;656852000;0;0;18004000;188634000;0,223107183;0,241405535;0,220111273;0,170339899;1,77
ALGN;2014;55,91;2;80754000;199871000;254787000;129751000;15928000;56823000;90125000;61369000;20687000;147892000;7665000;28983000;0;0;0;7483000;90684000;74661000;0;0;0;0;8000;-140000;783410000;761653000;183210000;52799000;114806000;217262000;332068000;384867000;568077000;0;0;17856000;193576000;0,254152482;0,273385649;0,249941903;0,191467768;1,77
ALGN;2013;57,14;2;80551000;242953000;127040000;113250000;13968000;47465000;75743000;61623000;23739000;101978000;8622000;20482000;0;0;0;7420000;77275000;70161000;0;0;0;0;8000;294000;729578000;660206000;162100000;44083000;112752000;180046000;292798000;336881000;498981000;0;0;16825000;94212000;0,142700915;0,166560134;0,141075664;0,09738627;0,78
ALGN;2012;27,75;2;80528000;306386000;28485000;98992000;15122000;36808000;79191000;99236000;45777000;21252000;3454000;22415000;0;0;0;5825000;61975000;65556000;0;0;0;0;8000;203000;670732000;560041000;143653000;42869000;95840000;152041000;247881000;294205000;437858000;757000;0;17811000;85592000;0,152831668;0,18232058;0,150517551;0,104797684;0,71
ALLE;2018;79,71;1;95000000;283800000;0;340300000;280300000;27200000;276700000;883000000;547100000;0;87200000;235000000;35300000;1409500000;0;20200000;0;230300000;115900000;0;0;0;900000;-223500000;0;2731700000;1558400000;0;0;647500000;647500000;647500000;2205900000;800000;54000000;86200000;525800000;0,192480873;0,225097924;0,173957609;0,159204891;4,54
ALLE;2017;79,56;1;95100000;466200000;0;308800000;239800000;17900000;252200000;761200000;394300000;0;66200000;188300000;35000000;1442300000;0;18200000;0;219300000;123600000;0;0;0;1000000;-152900000;9100000;2408200000;1337500000;0;0;582500000;582500000;582500000;1920000000;1200000;105700000;66900000;488200000;0,202724026;0,23457354;0,164313595;0,113487252;2,85
ALLE;2016;64;1;95800000;312400000;0;271900000;220600000;24400000;226600000;716800000;357400000;0;45000000;179900000;48200000;1415600000;0;2700000;0;198800000;118700000;0;0;0;1000000;-264300000;0;2238000000;1252700000;0;0;559800000;559800000;559800000;1812500000;1900000;64300000;66900000;425500000;0,190125112;0,189499553;0,13181412;0,102368186;2,36
ALLE;2015;65,92;1;95900000;199700000;0;303400000;204100000;27900000;224800000;714100000;372400000;0;147000000;175100000;65600000;1479800000;0;0;0;206400000;120000000;0;0;0;1000000;-232200000;24400000;2068100000;1199000000;0;0;510500000;510500000;510500000;1709500000;1500000;52900000;53200000;358600000;0,173395871;0,152120304;0,101204004;0,074416131;1,59
ALLE;2014;55,46;1;96100000;290500000;0;441000000;179500000;62800000;211200000;506000000;125700000;0;126900000;249500000;49600000;1215000000;0;0;0;232200000;58000000;0;0;0;1000000;-148200000;0;2118300000;1264600000;0;0;527400000;527400000;527400000;1792000000;1100000;53800000;48800000;326300000;0,154038616;0,170891753;0,126469339;0,082707832;1,82
ALLE;2013;44,19;1;96000000;227400000;0;424900000;155800000;115100000;203000000;504900000;146100000;0;202700000;211300000;71900000;1272000000;0;0;0;207300000;86700000;0;0;0;1000000;-96600000;8400000;2093500000;1233900000;0;0;486200000;486200000;486200000;1720100000;800000;10200000;46100000;235800000;0,112634344;0,124910437;0,104370671;0,014807738;0,32
ALLE;2012;44,42136813;1;96028568;317500000;0;381900000;166400000;44100000;232000000;637900000;150500000;0;53500000;227200000;2200000;2800000;0;0;0;153300000;92000000;0;0;0;0;-7700000;1350900000;2023300000;1197700000;0;0;454300000;454300000;454300000;1652000000;100000;1500000;43800000;371300000;0,183512084;0,19873474;0,181238571;0,108782682;2,292026
LNT;2018;42,25;7;233600000;20900000;0;350400000;211800000;202000000;12462400000;0;0;431300000;1747200000;543300000;697700000;5246300000;0;0;0;403100000;1603100000;0;0;0;2400000;1700000;2035700000;3534500000;2236400000;0;0;0;0;611300000;2847700000;0;247000000;517500000;694400000;0,196463432;0,377564012;0,161267506;0,147771962;2,19
LNT;2017;42,61;7;229700000;27900000;0;482800000;222400000;172000000;11234500000;0;0;396100000;1652100000;477300000;1270900000;4010600000;0;0;0;400800000;1478400000;0;0;0;2300000;-500000;1834400000;3382200000;2161400000;0;0;0;0;567400000;2728800000;500000;215600000;483500000;653400000;0,193187866;0,364644314;0,157530601;0,138223641;1,99
LNT;2016;37,89;7;227100000;8200000;0;493300000;222300000;153300000;10279200000;0;0;337600000;1879900000;445300000;248700000;4315600000;0;0;0;468000000;2570200000;0;0;0;2300000;-400000;1683100000;3320000000;2182700000;0;0;0;0;513900000;2696600000;500000;196200000;406800000;537000000;0,161746988;0,314487952;0,133554217;0,11496988;1,64
LNT;2015;31,225;7;225400000;5800000;0;397600000;223500000;199900000;9519100000;0;0;346300000;1803000000;402400000;473200000;3522200000;0;0;0;483700000;2381200000;0;0;0;1100000;-400000;1654500000;3253600000;2171600000;0;0;0;0;505000000;2676600000;700000;187100000;413700000;577000000;0,177342021;0,325670027;0,141781411;0,119375461;1,68
LNT;2014;33,21;7;221600000;56900000;0;427300000;223800000;335100000;8938400000;0;0;344900000;1759500000;427900000;324300000;3606700000;0;0;0;462500000;2321100000;0;0;0;1100000;-600000;1500200000;3350300000;2317500000;0;0;0;0;489200000;2806700000;1800000;180600000;442300000;543600000;0,162254126;0,316538817;0,131331523;0,117392472;1,73
LNT;2013;25,8;7;221600000;9800000;0;473300000;211800000;316300000;8326500000;0;0;329600000;1445100000;365000000;637900000;2977800000;0;0;0;430400000;2112700000;0;0;0;1100000;-200000;1499800000;3276800000;2272400000;0;0;0;0;470500000;2742900000;400000;172800000;411100000;533900000;0,16293335;0,309448242;0,133056641;0,114807129;1,615
LNT;2012;21,955;7;221506000;21200000;0;403900000;203900000;365300000;7838000000;0;0;319000000;1634200000;339300000;219000000;3136600000;0;0;0;461700000;1934200000;0;0;0;1100000;-800000;1503900000;3094500000;2144200000;0;0;0;0;430600000;2574800000;4000000;156700000;387900000;519700000;0,167943125;0,313362417;0,139020843;0,108482792;1,445
ALL;2018;82,63;8;347800000;499000000;3027000000;15719000000;0;-9565000000;1045000000;2530000000;713000000;72738000000;25543000000;7155000000;0;6451000000;0;0;0;77331000000;425000000;0;0;1930000000;9000000;-1557000000;-24778000000;39815000000;0;0;5869000000;0;5869000000;36794000000;37071000000;0;332000000;511000000;0;0;0,090091674;0,068918749;0,056561597;5,7
ALL;2017;104,71;8;362000000;617000000;1944000000;14707000000;0;-8921000000;1072000000;2181000000;0;74297000000;26525000000;6471000000;0;6350000000;0;0;0;77050000000;782000000;0;0;1746000000;9000000;306000000;-22672000000;38524000000;0;0;4658000000;0;4658000000;34447000000;34533000000;0;335000000;483000000;0;0;0,124831274;0,103597757;0,082779566;8,36
ALL;2016;74,12;8;372800000;436000000;4288000000;14342000000;0;-8745000000;1065000000;1219000000;0;73607000000;22398000000;6184000000;0;6347000000;0;0;0;75506000000;487000000;0;0;1746000000;9000000;-416000000;-21444000000;36534000000;0;0;4106000000;0;4106000000;34325000000;33780000000;0;295000000;382000000;0;0;0,09391252;0,075381836;0,0513768;4,67
ALL;2015;62,09;8;401100000;495000000;2122000000;14062000000;0;-8518000000;1024000000;1219000000;0;70026000000;24226000000;5892000000;0;5124000000;0;0;0;73615000000;90000000;0;0;1746000000;9000000;-755000000;-20388000000;35653000000;0;0;4081000000;0;4081000000;32043000000;32371000000;0;292000000;371000000;0;0;0,110649875;0,092053965;0,060892492;5,05
ALL;2014;70,25;8;431400000;657000000;2540000000;13955000000;0;51410000000;1031000000;1219000000;0;73611000000;-35890000000;5694000000;0;5194000000;0;0;0;75341000000;715000000;0;0;1746000000;9000000;561000000;-17854000000;35239000000;0;0;4341000000;0;4341000000;30588000000;31003000000;0;322000000;366000000;0;0;0,139731547;0,120207724;0,080876302;6,27
ALL;2013;54,54;8;464400000;675000000;2393000000;12858000000;0;50896000000;1024000000;1243000000;0;73367000000;-18936000000;4664000000;0;6201000000;0;0;0;91175000000;635000000;0;0;780000000;9000000;1046000000;-15935000000;34507000000;0;0;4387000000;0;4387000000;29495000000;31111000000;0;367000000;368000000;0;0;0,11971484;0,098414814;0,06607355;4,81
ALL;2012;40,17;8;489400000;806000000;2336000000;13818000000;0;65914000000;989000000;1240000000;0;88312000000;-46468000000;4010000000;0;6057000000;0;0;0;96300000000;597000000;0;0;0;9000000;1175000000;-14387000000;33315000000;0;0;4118000000;0;4118000000;29620000000;30009000000;0;373000000;388000000;0;0;0,122077142;0,099234579;0,06921807;4,68
GOOGL;2018;52,248;4;13901396520;16701000000;92439000000;21193000000;1107000000;4236000000;59719000000;17888000000;2220000000;13859000000;2693000000;4378000000;0;4012000000;396000000;69000000;1784000000;28389000000;1264000000;0;62000000;0;45049000000;-2306000000;0;1,36819E+11;59549000000;21419000000;8126000000;16333000000;24459000000;45878000000;1,05427E+11;1878000000;114000000;9035000000;26321000000;0,192378252;0,322045915;0,255176547;0,224647162;2,185001
GOOGL;2017;52,67;4;13860968730;10715000000;91156000000;18705000000;749000000;2983000000;42383000000;16747000000;2692000000;7813000000;2672000000;3137000000;0;3969000000;340000000;881000000;1432000000;18733000000;430000000;0;26000000;0;40247000000;-992000000;0;1,10855E+11;45583000000;16625000000;6872000000;12893000000;19765000000;36390000000;81973000000;1312000000;109000000;6915000000;26146000000;0,235857652;0,308664472;0,245302422;0,11422128;0,9
GOOGL;2016;39,6225;4;13755644215;12918000000;73415000000;14232000000;268000000;4575000000;34234000000;16468000000;3307000000;5878000000;1819000000;2041000000;0;3935000000;202000000;554000000;1099000000;13062000000;226000000;0;0;0;36307000000;-2402000000;0;90272000000;35138000000;13948000000;6985000000;10485000000;17470000000;31418000000;66556000000;1220000000;124000000;6144000000;23716000000;0,262717122;0,336959412;0,267524814;0,215770117;1,392501
GOOGL;2015;38,9005;4;13696229917;16549000000;56517000000;13909000000;0;3139000000;29016000000;15869000000;3847000000;5183000000;3181000000;1931000000;3225000000;1995000000;151000000;302000000;788000000;13064000000;189000000;0;225000000;0;32982000000;-1874000000;0;74989000000;28164000000;12282000000;6136000000;9047000000;15183000000;27465000000;55629000000;999000000;104000000;5063000000;19360000000;0,258171198;0,330955207;0,262051768;0,218005307;1,142
GOOGL;2014;26,533;4;13518694592;18347000000;46048000000;11556000000;0;4734000000;23883000000;15599000000;4607000000;3079000000;3280000000;1715000000;2009000000;3228000000;104000000;96000000;752000000;12233000000;1971000000;0;246000000;0;28767000000;27000000;0;66001000000;25691000000;9832000000;5851000000;8131000000;13982000000;23814000000;49505000000;746000000;101000000;4979000000;16496000000;0,249935607;0,346282632;0,261496038;0,218845169;1,051
GOOGL;2013;28,10450592;4;6656917337;18898000000;39819000000;9390000000;426000000;4353000000;16524000000;11492000000;6066000000;1976000000;1976000000;2453000000;3009000000;2236000000;139000000;24000000;1062000000;9360000000;1947000000;0;255000000;0;25922000000;125000000;0;59825000000;25858000000;7952000000;4796000000;7253000000;12049000000;20001000000;45859000000;785000000;83000000;3939000000;13966000000;0,233447555;0,321337234;0,242306728;0,215963226;1,906501
GOOGL;2012;17,73925939;4;6544257382;14778000000;33310000000;8585000000;505000000;3276000000;11854000000;10537000000;7473000000;1469000000;2011000000;2012000000;2549000000;2988000000;100000000;240000000;895000000;8641000000;1872000000;0;0;0;22835000000;538000000;0;50175000000;20634000000;6793000000;3845000000;6143000000;9988000000;16781000000;37415000000;713000000;84000000;2962000000;12760000000;0,254309915;0,326477329;0,266786248;0,213991031;1,615501
GOOG;2018;51,7805;4;13901396520;16701000000;92439000000;21193000000;1107000000;4236000000;59719000000;17888000000;2220000000;13859000000;2693000000;4378000000;0;4012000000;396000000;69000000;1784000000;28389000000;1264000000;0;62000000;0;45049000000;-2306000000;0;1,36819E+11;59549000000;21419000000;8126000000;16333000000;24459000000;45878000000;1,05427E+11;1878000000;114000000;9035000000;26321000000;0,192378252;0,322045915;0,255176547;0,224647162;2,185001
GOOG;2017;52,32;4;13860968730;10715000000;91156000000;18705000000;749000000;2983000000;42383000000;16747000000;2692000000;7813000000;2672000000;3137000000;0;3969000000;340000000;881000000;1432000000;18733000000;430000000;0;26000000;0;40247000000;-992000000;0;1,10855E+11;45583000000;16625000000;6872000000;12893000000;19765000000;36390000000;81973000000;1312000000;109000000;6915000000;26146000000;0,235857652;0,308664472;0,245302422;0,11422128;0,9
GOOG;2016;38,591;4;13755644215;12918000000;73415000000;14232000000;268000000;4575000000;34234000000;16468000000;3307000000;5878000000;1819000000;2041000000;0;3935000000;202000000;554000000;1099000000;13062000000;226000000;0;0;0;36307000000;-2402000000;0;90272000000;35138000000;13948000000;6985000000;10485000000;17470000000;31418000000;66556000000;1220000000;124000000;6144000000;23716000000;0,262717122;0,336959412;0,267524814;0,215770117;1,392501
GOOG;2015;37,944;4;13696229917;16549000000;56517000000;13909000000;0;3139000000;29016000000;15869000000;3847000000;5183000000;3181000000;1931000000;3225000000;1995000000;151000000;302000000;788000000;13064000000;189000000;0;225000000;0;32982000000;-1874000000;0;74989000000;28164000000;12282000000;6136000000;9047000000;15183000000;27465000000;55629000000;999000000;104000000;5063000000;19360000000;0,258171198;0,330955207;0,262051768;0,218005307;1,142
GOOG;2014;26,2412;4;13518694592;18347000000;46048000000;11556000000;0;4734000000;23883000000;15599000000;4607000000;3079000000;3280000000;1715000000;2009000000;3228000000;104000000;96000000;752000000;12233000000;1971000000;0;246000000;0;28767000000;27000000;0;66001000000;25691000000;9832000000;5851000000;8131000000;13982000000;23814000000;49505000000;746000000;101000000;4979000000;16496000000;0,249935607;0,346282632;0,261496038;0,218845169;1,051
GOOG;2013;27,9059;4;6656917337;18898000000;39819000000;9390000000;426000000;4353000000;16524000000;11492000000;6066000000;1976000000;1976000000;2453000000;3009000000;2236000000;139000000;24000000;1062000000;9360000000;1947000000;0;255000000;0;25922000000;125000000;0;59825000000;25858000000;7952000000;4796000000;7253000000;12049000000;20001000000;45859000000;785000000;83000000;3939000000;13966000000;0,233447555;0,321337234;0,242306728;0,215963226;1,906501
GOOG;2012;17,6139;4;6544257382;14778000000;33310000000;8585000000;505000000;3276000000;11854000000;10537000000;7473000000;1469000000;2011000000;2012000000;2549000000;2988000000;100000000;240000000;895000000;8641000000;1872000000;0;0;0;22835000000;538000000;0;50175000000;20634000000;6793000000;3845000000;6143000000;9988000000;16781000000;37415000000;713000000;84000000;2962000000;12760000000;0,254309915;0,326477329;0,266786248;0,213991031;1,615501
MO;2018;49,39;5;1887000000;1333000000;0;309000000;2331000000;326000000;1938000000;5196000000;12279000000;30496000000;1430000000;399000000;13848000000;11898000000;0;0;0;6946000000;5172000000;0;0;0;935000000;-2547000000;-27563000000;19627000000;7373000000;0;0;2756000000;2756000000;2756000000;10129000000;32000000;697000000;227000000;9115000000;0,46441127;0,522800224;0,47592602;0,354766393;3,68
MO;2017;71,41;5;1921000000;1253000000;0;603000000;2225000000;263000000;1914000000;5307000000;12400000000;18851000000;386000000;374000000;864000000;13030000000;0;0;0;5554000000;5247000000;0;0;0;935000000;-1897000000;-25912000000;19494000000;7543000000;0;0;2362000000;2362000000;2362000000;9905000000;31000000;736000000;209000000;9556000000;0,490202113;0,55237509;0,504155125;0,524366472;5,31
MO;2016;67,62;5;1952000000;4569000000;0;151000000;2051000000;489000000;1958000000;5285000000;12036000000;18880000000;513000000;425000000;0;13881000000;0;0;0;6950000000;8416000000;0;0;0;935000000;-2052000000;-23019000000;19337000000;7746000000;0;0;2650000000;2650000000;2650000000;10396000000;13000000;760000000;204000000;8762000000;0,45312096;1,179655583;1,13006154;0,736360345;7,28
MO;2015;58,21;5;1961000000;2369000000;0;124000000;2031000000;1562000000;1982000000;5285000000;12028000000;6722000000;432000000;400000000;4000000;12915000000;0;0;0;6674000000;5663000000;0;0;0;935000000;-3280000000;-22032000000;18854000000;7740000000;0;0;2708000000;2708000000;2749000000;10489000000;4000000;821000000;225000000;8361000000;0,443460274;0,483823061;0,428450196;0,277978148;2,67
MO;2014;49,27;5;1978000000;3321000000;0;124000000;2040000000;1393000000;1983000000;5285000000;12049000000;7797000000;483000000;416000000;1000000000;13693000000;0;0;0;6257000000;6088000000;0;0;0;935000000;-2682000000;-21516000000;17945000000;7785000000;0;0;2539000000;2539000000;2541000000;10326000000;49000000;857000000;208000000;7620000000;0,424630816;0,492560602;0,433212594;0,282529953;2,557128
MO;2013;38,39;5;1999000000;3175000000;0;115000000;1879000000;1421000000;2028000000;5174000000;12058000000;8452000000;557000000;409000000;525000000;13992000000;0;0;0;6124000000;6854000000;0;0;0;935000000;-1378000000;-20606000000;17663000000;7206000000;0;0;2320000000;2320000000;2362000000;9568000000;4000000;1053000000;212000000;8084000000;0,457679896;0,464643605;0,393024967;0,256751401;2,26
MO;2012;31,44;5;2024000000;2900000000;0;193000000;1746000000;1476000000;2102000000;5174000000;12078000000;9218000000;442000000;451000000;1459000000;12419000000;0;0;0;6341000000;6652000000;0;0;0;935000000;-2040000000;-20043000000;17500000000;7937000000;0;0;2281000000;2281000000;2249000000;10186000000;2000000;1128000000;225000000;7253000000;0,414457143;0,447257143;0,370114286;0,238857143;2,06
AMZN;2018;75,0985;6;9740000000;31750000000;9500000000;16677000000;17174000000;0;61797000000;14548000000;4110000000;0;7092000000;38192000000;0;23495000000;0;0;6536000000;23663000000;2386000000;0;0;0;5000000;-1035000000;24954000000;2,32887E+11;1,73183E+11;28837000000;4336000000;13814000000;18150000000;47283000000;2,20466E+11;;1417000000;15341000000;12421000000;0,053334879;0,120350213;0,048353923;0,043252736;1,0073
AMZN;2017;58,4735;6;9600000000;20522000000;10464000000;13164000000;16047000000;0;48866000000;13350000000;3371000000;0;5526000000;34616000000;0;37926000000;0;0;5097000000;18170000000;1994000000;0;13183000000;0;5000000;-484000000;19552000000;1,77866E+11;1,59803E+11;22620000000;3674000000;10069000000;13743000000;13957000000;1,7376E+11;202000000;848000000;11478000000;4106000000;0,023084794;0,090675003;0,021398131;0,017052163;0,3075
AMZN;2016;37,4935;6;9480000000;19334000000;6647000000;8339000000;11461000000;0;29114000000;3784000000;854000000;0;3869000000;25309000000;0;7694000000;0;0;4768000000;13739000000;1787000000;0;0;0;5000000;-985000000;15349000000;1,35987E+11;1,05884E+11;16085000000;2432000000;7233000000;9665000000;25917000000;1,31801E+11;;484000000;8116000000;4186000000;0,030782354;0,091155772;0,028620383;0,01743549;0,244938017
AMZN;2015;33,7945;6;9340000000;15890000000;3918000000;6423000000;10243000000;0;21838000000;3759000000;762000000;0;2611000000;20397000000;0;8235000000;0;0;3118000000;10384000000;2016000000;0;0;0;5000000;-723000000;11557000000;1,07006E+11;85061000000;12540000000;1747000000;5254000000;7001000000;19712000000;1,04773E+11;;459000000;6281000000;2233000000;0,020867989;0,07743491;0,014653384;0,005569781;0,062473795
AMZN;2014;15,5175;6;9240000000;14557000000;2859000000;5612000000;8299000000;0;16967000000;3319000000;764000000;0;2128000000;16459000000;0;8265000000;0;0;1823000000;9807000000;1531000000;0;0;0;5000000;-511000000;9298000000;88988000000;73518000000;9275000000;1552000000;4332000000;5884000000;15292000000;88810000000;;210000000;4746000000;178000000;0,00200027;0,05486133;-0,001247359;-0,00270823;-0,026082251
AMZN;2013;19,9395;6;9140000000;8658000000;3789000000;4767000000;7411000000;0;10949000000;2655000000;645000000;0;1285000000;15133000000;0;3191000000;0;0;1159000000;6688000000;1028000000;0;0;0;5000000;-185000000;7736000000;74452000000;62766000000;6565000000;1129000000;3133000000;4262000000;10941000000;73707000000;;141000000;3253000000;745000000;0,010006447;0,051429109;0,006796325;0,003680223;0,029462366
AMZN;2012;12,5435;6;9060000000;8084000000;3364000000;3364000000;6031000000;453000000;7060000000;2552000000;725000000;0;799000000;13318000000;0;3830000000;0;0;0;5684000000;336000000;0;746000000;0;5000000;-239000000;6510000000;61093000000;56954000000;4564000000;896000000;2408000000;3304000000;3463000000;60417000000;40000000;92000000;2159000000;676000000;0,011065097;0,043212807;0,008904457;-0,000638371;-0,0045
AMCR;2018;10,5;9;1157100000;617013493,1;0;1198345955;1350512137;99887010,4;2681841992;2024376744;348859110,9;435825413,5;169758222,6;2590800697;1810886895;2654708505;0;0;0;266464751,1;161508847,7;0;6460353,906;0;1392156572;-901567235,1;0;9262259091;7416784455;65100489,36;608565338;209315466,6;817880804,5;882981293,9;8299765749;13020097,87;216570941;0;962493342;0,103915614;0,116663626;0,094504834;0,077689906;0,618233
AMCR;2017;12,43;9;1157200000;560952878;0;1326706005;1304227929;91410842,98;2762605509;2031318765;375633628;411498647,3;143460077,1;2575787721;1123604099;3483002874;0;0;0;309098522,6;215190115,6;0;9790450,942;0;1415519382;-880840877,1;0;9092132044;7182194889;69032669,4;781138121,6;217487874,5;998625996,1;1067658666;8249853555;12188112,4;199005900,8;0;842278488,7;0,092638172;0,111031755;0,084133612;0,065597187;0,510482
AMCR;2016;11,18;9;1162200000;518603762;0;1346841223;1251406867;94227598,42;2706051703;1800380677;313555658,3;449014116,2;203137405,3;2432017332;921861680,5;3447704359;0;0;0;311846086,1;212791460,2;0;13676577,78;0;1453236953;-804705701,7;0;9474348697;7468316538;67779510,49;1258144593;211283014,2;1469427607;1537207118;9005523656;34593696,75;202332900,8;0;468825041,4;0,049483617;0,072792502;0,043401654;0,025909376;0,208203
AMCR;2015;10,61;9;1202600000;703982682,4;0;1383896727;1212320298;108358804,1;2563359840;1553975108;288923521,1;457603724;185757950;2342647437;1011382129;2569252162;0;0;0;315588775,2;229700690,8;0;5492842,606;0;1678412961;-665632654;2,38419E-07;9599291739;7669606196;62818145,44;746127765,7;214420601,4;960548367,1;1023366512;8692972709;27264473,3;196244285,8;0;906319030,1;0,094415198;0,110780499;0,093208348;0,070777586;0,554311
AMCR;2014;9,85;9;1205900000;509443199,6;0;1395861186;1328450110;91325060,73;2918824260;1690172670;305232831,8;487882953,3;307680720,1;1786393507;521588491,2;3000075320;0;0;0;986593104,5;252038337,7;9,53674E-07;8661758,337;0;2716591033;-1276291261;-2,38419E-07;10218426949;8288549532;71553655,83;660741521,8;229254147,3;889995669,1;961549324,9;9250098857;28998060,52;227088707,7;0;968328092,3;0,094762931;0,081651833;0,089087291;0,052038992;0,433088
AMCR;2013;9,24;9;1206100000;360385847,4;0;1669602198;1656004453;144647143,1;4456227128;1755477883;344141562,6;461228177,4;325707037,1;1996495615;1081248802;2899878624;0;0;0;1212206941;256623196,5;0;9856082,937;0;3487319419;-708360331,1;0;11339332159;9335809522;59866577,84;893800706,4;316033474,2;1209834181;1269700758;10605510280;24822727,4;225686047,3;0;733821878,7;0,064714735;0,086283631;0,064127224;0,048336861;0,447174
AMCR;2012;7,4;9;1213700000;365965982,4;0;1621876087;1702519598;124956505,7;4776797593;1683279776;362998137,4;507910841,8;306506744,2;1995210512;939476431,2;3065783818;0;0;0;1361729128;217266717,2;0;12383077,14;0;3872935301;-1017254436;0;12478150521;10365351945;69693186,24;1082444686;348772949,6;1431217635;1500910821;11866262767;22617025,2;233231676,1;0;611887754,1;0,049036734;0,074133307;0,046453264;0,033839366;0,342837
AMD;2018;17,82;3;982000000;1078000000;78000000;1235000000;845000000;304000000;348000000;289000000;226000000;58000000;95000000;528000000;136000000;1114000000;0;0;0;1320000000;0;0;0;0;10000000;-8000000;8700000000;6475000000;4028000000;1434000000;0;0;562000000;1996000000;6024000000;18000000;121000000;170000000;451000000;0,06965251;0,095598456;0,050965251;0,052046332;0,32
AMD;2017;10,28;3;952000000;1185000000;0;400000000;739000000;298000000;261000000;289000000;239000000;58000000;71000000;384000000;70000000;1325000000;0;0;22000000;1010000000;0;0;0;0;9000000;6000000;8356000000;5329000000;3506000000;1160000000;0;0;511000000;1619000000;5125000000;6000000;126000000;144000000;204000000;0,038281103;0,062300619;0,01294802;0,008069056;0,04
AMD;2016;11,34;3;835000000;1264000000;0;311000000;751000000;204000000;164000000;289000000;232000000;59000000;47000000;440000000;0;1435000000;0;0;63000000;843000000;0;0;0;0;9000000;-5000000;8215000000;4272000000;3274000000;1008000000;0;0;460000000;1380000000;4654000000;2000000;156000000;133000000;-372000000;-0,087078652;-0,039559925;-0,104868914;-0,116338951;-0,6
